label,problem
Lập hệ phương trình,một ô tô đi từ a và dự định đến b lúc 12 giờ trưa nếu xe chạy với vận tốc 35 kmh thì sẽ đến b chậm 2 giờ so với dự định nếu xe chạy với vận tốc 50 kmh thì sẽ đến b sớm 1 giờ so với dự định tính độ dài quãng đường ab và thời điểm xuất phát của ô tô tại a
Lập hệ phương trình,hai tổ sản xuất cùng may một loại áo nếu tổ thứ nhất may trong 3 ngày tổ thứ hai may trong 5 ngày thì cả hai tổ may được 1310 chiếc áo biết rằng trong mỗi ngày tổ thứ nhất may nhiều hơn tổ thứ hai 10 chiếc áo hỏi mỗi tổ may trong một ngày được bao nhiêu chiếc áo
Lập hệ phương trình,một tổ công nhân dự định làm xong 240 sản phẩm trong một thời gian nhất định nhưng khi thực hiện nhờ cải tiến kỹ thuật nên mỗi ngày tổ đã làm tăng thêm 10 sản phẩm so với dự định do đó tổ đã hoàn thành công việc sớm hơn dự định 2 ngày hỏi khi thực hiện mỗi ngày tổ làm được bao nhiêu sản phẩm
Lập hệ phương trình,hai công nhân cùng làm một công việc sau 10 giờ thì xong nếu người thứ nhất làm một mình trong 1 giờ sau đó hai người cùng làm tiếp trong 2 giờ thì được 14 công việc tính thời gian mỗi người làm một mình xong công việc
Lập hệ phương trình,hai vòi nước cùng chảy vào một bể không có nước và chảy đầy bể trong 4 giờ 48 phút nếu chảy riêng thì vòi thứ nhất có thể chảy đầy bể nhanh hơn vòi thứ hai 1 giờ hỏi nếu chảy riêng thì mỗi vòi sẽ chảy đầy bể trong bao lâu
Lập hệ phương trình,một chiếc xe tải đi từ tp hồ chí minh đến tp cần thơ biết quãng đường dài 189 km sau khi xe tải xuất phát được một giờ một chiếc xe khách đi từ tp cần thơ về tp hồ chí minh và gặp xe tải sau khi nó đi được 1 giờ 48 phút tính vận tốc mỗi xe biết rằng mỗi giờ xe khách đi nhanh hơn xe tải 13 km
Lập hệ phương trình,một ô tô đi từ a và dự định đến b lúc 12 giờ trưa nếu xe chạy với vận tốc 35 kmh thì sẽ đến b chậm 2 giờ so với dự định nếu xe chạy với vận tốc 50 kmh thì sẽ đến b sớm 1 giờ so với dự định tính độ dài quãng đường ab và thời điểm xuất phát của ô tô tại a
Lập hệ phương trình,hai người ở hai địa điểm a và b cách nhau 36 km khởi hành cùng một lúc đi ngược chiều nhau và gặp nhau ở một điểm cách a là 2 km nếu cả hai cùng giữ nguyên vận tốc như trường hợp trên nhưng người đi chậm hơn xuất phát trước người kia 6 phút thì họ sẽ gặp nhau ở chính giữa quãng đường tính vận tốc của mỗi người
Lập hệ phương trình,bác tài đi xe đạp từ thị xã về làng cô ba ngân cũng đi xe đạp nhưng từ làng lên thị xã họ gặp nhau khi bác tài đã đi được 1 giờ 30 phút còn cô ba ngân đã đi được 2 giờ một lần khác hai người cũng đi từ hai địa điểm như thế nhưng họ khởi hành đồng thời sau 1 giờ 15 phút họ còn cách nhau 105 km tính vận tốc của mỗi người biết khoảng cách từ làng đến thị xã là 38 km
Lập hệ phương trình,quãng đường ab gồm một đoạn lên dốc dài 4 km đoạn xuống dốc dài 5 km một người đi xe đạp từ a đến b mất 40 phút và đi từ b về a mất 41 phút biết vận tốc lúc lên dốc và xuống dốc là không đổi tính vận tốc lúc lên dốc và vận tốc lúc xuống dốc
Lập hệ phương trình,hai xe khởi hành cùng một lúc từ hai địa điểm a b cách nhau 130 km và gặp nhau sau 2 giờ tính vận tốc của mỗi xe biết xe đi từ b có vận tốc nhanh hơn xe đi từ a là 5 kmh
Lập hệ phương trình,một ô tô đi quãng đường ab với vận tốc 50 kmh rồi đi tiếp quãng đường bc với vận tốc 45 kmh biết tổng chiều dài quãng đường ab và bc là 165 km và thời gian ô tô đi quãng đường ab ít hơn thời gian ô tô đi quãng đường bc là 30 phút tính thời gian ô tô đi trên quãng đường ab và bc
Lập hệ phương trình,hai vật chuyển động trên một đường tròn đường kính 20 cm xuất phát cùng một lúc từ một điểm nếu chuyển động cùng chiều thì cứ 20 giây chúng lại gặp nhau 1 lần nếu chuyển động ngược chiều thì cứ 4 giây chúng lại gặp nhau tính vận tốc của mỗi vật
Lập hệ phương trình,ga húê cách ga quảng trị 65 km một chiếc xe tải đi từ quảng trị vào húê và một chiếc xe khách đi từ húê ra quảng trị biết xe khách khởi hành sau xe tải 36 phút và sau khi đi được 24 phút thì chúng gặp nhau nếu hai xe khởi hành đồng thời và cùng đi hà nội đi cùng chiều thì sau 13 giờ hai xe gặp nhau tính vận tốc của mỗi xe biết xe khách đi nhanh hơn xe tải
Lập hệ phương trình,một ca nô xuôi dòng một quãng sông dài 12 km rồi ngược dòng quãng sông đó mất 2 giờ 30 phút nếu cũng trên quãng sông ấy ca nô xuôi dòng 4 km rồi ngược dòng 8 km thì hết 1 giờ 20 phút tính vận tốc của ca nô và vận tốc riêng của dòng nước
Lập hệ phương trình,một người đi xe đạp từ a đến b với thời gian định sẵn khi còn cách b 30 km người đó nhận thấy rằng sẽ đến b muộn nửa giờ nếu giữ nguyên vận tốc do đó người ấy tăng vận tốc thêm 5 kmh và đến b sớm hơn nửa giờ so với dự định tính vận tốc lúc đầu của người đó
Lập hệ phương trình,một ô tô đi từ a đến b với vận tốc xác định nếu vận tốc tăng thêm 30 kmh thì thời gian giảm được 1 giờ nếu vận tốc giảm 15 kmh thì thời gian tăng thêm 1 giờ tính vận tốc của ô tô
Lập hệ phương trình,hai đội công nhân cùng làm một đoạn đường trong 24 ngày thì xong mỗi ngày phần việc đội 1 làm gấp rưỡi đội 2 hỏi nếu làm một mình thì mỗi đội làm xong đoạn đường đó trong bao lâu
Lập hệ phương trình,hai đội xây dựng làm chung một công việc và dự định hoàn thành trong 12 ngày nhưng khi làm chung được 8 ngày thì đội i được điều động đi làm việc khác tuy chỉ còn một mình đội ii làm việc nhưng do cải tiến cách làm năng suất của đội ii tăng lên gấp đôi nên họ đã làm xong phần việc còn lại trong 35 ngày hỏi với năng suất ban đầu thì mỗi đội làm một mình trong bao lâu để xong công việc
Lập hệ phương trình,hai công nhân cùng sơn cửa cho một công trình trong 4 ngày thì xong việc nếu người thứ nhất làm một mình trong 9 ngày sau đó có thêm người thứ hai đến làm tiếp trong 1 ngày nữa thì xong việc hỏi mỗi người nếu làm một mình thì mất bao lâu để xong việc
Lập hệ phương trình,hai cần cẩu lớn bốc vỡ một lô hàng ở cảng chân mây sau 3 giờ thì có thêm 5 cần cẩu bé có công suất nhỏ hơn cùng làm việc cả 7 cần cẩu cùng làm việc 3 giờ nữa thì xong hỏi mỗi cần cẩu làm việc một mình thì bao lâu sẽ xong việc biết rằng nếu cả 7 cần cẩu cùng làm việc từ đầu thì trong 4 giờ sẽ xong việc
Lập hệ phương trình,hai tổ công nhân cùng làm chung một công việc và dự định hoàn thành trong 6 giờ nhưng khi làm chung trong 5 giờ thì tổ ii được điều động đi làm việc khác do cải tiến cách làm năng suất của tổ i tăng 15 lần nên tổ i đã hoàn thành phần công việc còn lại trong 2 giờ hỏi với năng suất ban đầu nếu mỗi tổ làm một mình thì sau bao nhiêu giờ sẽ làm xong công việc
Lập hệ phương trình,tìm số tự nhiên có hai chữ số biết chữ số hàng chục kém chữ số hàng đơn vị là 3 nếu đem số đó chia cho tổng các chữ số của nó thì được thương là 4 và dư 3
Lập hệ phương trình,tìm 2 số tự nhiên khi biết tích của hai số đó là 99 và hai số hơn kém nhau 3 đơn vị
Lập hệ phương trình,tìm hai số biết rằng bốn lần số thứ hai cộng với năm lần số thứ nhất bằng 18040 và ba lần số thứ nhất hơn hai lần số thứ hai là 2002
Lập hệ phương trình,tìm hai số tự nhiên biết rằng tổng của chúng bằng 28 và nếu lấy số lớn chia cho số bé thì được thương là 3 và số dư là 4 tìm hai số tự nhiên biết rằng tổng của chúng bằng 1012 hai lần số lớn cộng số nhỏ bằng 2014
Lập hệ phương trình,tổng các chữ số của một số có hai chữ số là 9 nếu thêm vào số đó 63 đơn vị thì số thu được cũng viết bằng hai chữ số đó nhưng theo thứ tự ngược lại hãy tìm số đó
Lập hệ phương trình,tìm số tự nhiên có hai chữ số mà hiệu giữa chữ số hàng chục và chữ số hàng đơn vị là 3 còn tổng bình phương hai chữ số của số đó là 45
Lập hệ phương trình,tìm một số tự nhiên có 3 chữ số tổng các chữ số bằng 17 chữ số hàng chục là 4 nếu đổi chỗ các chữ số hàng trăm và hàng đơn vị cho nhau thì số đó giảm đi 99 đơn vị
Lập hệ phương trình,tìm số tự nhiên có hai chữ số biết rằng chữ số hàng chục lớn hơn chữ số hàng đơn vị là 2 và nếu viết thêm chữ số bằng chữ số hàng chục vào bên phải thì được một số lớn hơn ban đầu là 682
Lập hệ phương trình,tìm hai số biết tổng bằng 29 và tổng các bình phương của chúng bằng 185
Lập hệ phương trình,cho một số có hai chữ số tìm số đó biết rằng tổng hai chữ số của nó nhỏ hơn số đó 6 lần nếu thêm 25 vào tích của hai chữ số đó sẽ được một số theo thứ tự ngược lại với số đã cho
Lập hệ phương trình,tìm tất cả các số tự nhiên có hai chữ số biết rằng chữ số hàng đơn vị nhỏ hơn chữ số hàng chục là 2 và tích của hai chữ số của nó luôn luôn lớn hơn tổng hai chữ số của nó là 34
Lập hệ phương trình,tìm hai số biết rằng tổng của hai số đó bằng 17 đơn vị nếu số thứ nhất tăng thêm 3 đơn vị và số thứ hai tăng thêm 2 đơn vị thì tích của chúng bằng 105 đơn vị
Lập hệ phương trình,tìm hai số biết rằng bốn lần số thứ hai cộng với năm lần số thứ nhất bằng 18040 và ba lần số thứ nhất hơn hai lần số thứ hai là 2002
Lập hệ phương trình,tìm hai số tự nhiên biết rằng tổng của chúng bằng 59 hai lần số này bé hơn ba lần số kia là 7 đơn vị tìm hai số tự nhiên đó
Lập hệ phương trình,đoạn đường ab dài 180 km cùng một lúc xe máy đi từ a và ô tô đi từ b xe máy gặp ô tô tại c cách a 80 km nếu xe máy khởi hành sau 54 phút thì chúng gặp nhau tại d cách a là 60 km tính vận tốc của ô tô và xe máy
Lập hệ phương trình,một ô tô đi trên quãng đường dài 520 km khi đi được 240 km thì ô tô tăng vận tốc thêm 10 kmh nữa và đi hết quãng đường còn lại tính vận tốc ban đầu của ô tô biết thời gian đi hết quãng đường là 8 giờ
Lập hệ phương trình,một ô tô khởi hành từ a với vận tốc 50 kmh qua 1 giờ 15 phút ô tô thứ hai cũng khởi hành từ a đi cùng hướng với ô tô thứ nhất với vận tốc 40 kmh hỏi sau mấy giờ thì ô tô gặp nhau điểm gặp nhau cách a bao nhiêu km
Lập hệ phương trình,một ca nô xuôi dòng 50 km rồi ngược dòng 30 km biết thời gian đi xuôi dòng lâu hơn thời gian ngược dòng là 30 phút và vận tốc đi xuôi dòng lớn hơn vận tốc đi ngược dòng là 5 kmh tính vận tốc lúc đi xuôi dòng
Lập hệ phương trình,hai ô tô cùng khởi hành cùng một lúc từ a đến b cách nhau 150 km biết vận tốc ô tô thứ nhất lớn hơn vận tốc ô tô thứ hai là 10 kmh và ô tô thứ nhất đến b trước ô tô thứ hai là 30 phút tính vận tốc của mỗi ô tô
Lập hệ phương trình,một chiếc thuỳên đi trên dòng sông dài 50 km tổng thời gian xuôi dòng và ngược dòng là 4 giờ 10 phút tính vận tốc thực của thuỳên biết rằng một chiếc bè thả nổi phải mất 10 giờ mới xuôi hết dòng sông
Lập hệ phương trình,một người đi xe đạp từ a đến b cách nhau 108 km cùng lúc đó một ô tô khởi hành từ b đến a với vận tốc hơn vận tốc xe đạp là 18 kmh sau khi hai xe gặp nhau xe đạp phải đi mất 4 giờ nữa mới tới b tính vận tốc của mỗi xe
Lập hệ phương trình,một ca nô xuôi dòng từ a đến b cách nhau 100 km cùng lúc đó một bè nứa trôi tự do từ a đến b ca nô đến b thì quay lại a ngay thời gian cả xuôi dòng và ngược dòng hết 15 giờ trên đường ca nô ngược về a thì gặp bè nứa tại một điểm cách a là 50 km tìm vận tốc riêng của ca nô và vận tốc của dòng nước
Lập hệ phương trình,hai người thợ cùng làm một công việc thì xong trong 18 giờ nếu người thứ nhất làm trong 4 giờ người thứ hai làm trong 7 giờ thì được 13 công việc hỏi mỗi người làm một mình thì mất bao lâu sẽ xong công việc
Lập hệ phương trình,để hoàn thành một công việc hai tổ phải làm trong 6 giờ sau 2 giờ làm chung thì tổ hai được điều đi làm việc khác tổ một đã hoàn thành công việc còn lại trong 10 giờ hỏi nếu mỗi tổ làm riêng thì bao lâu xong công việc đó
Lập hệ phương trình,hai đội công nhân cùng đào một con mương nếu họ cùng làm thì trong 2 ngày sẽ xong công việc nếu làm riêng thì đội hai hoàn thành công việc nhanh hơn đội một là 3 ngày hỏi nếu làm riêng thì mỗi đội phải làm trong bao nhiêu ngày để xong công việc
Lập hệ phương trình,hai chiếc bình rỗng giống nhau có cùng dung tích là 375 lít mỗi bình có một vòi nước chảy vào và dung lượng nước chảy trong một giờ là như nhau người ta mở cho hai vòi cùng chảy vào bình nhưng sau 2 giờ thì khóa vòi thứ hai lại và sau 45 phút mới tiếp tục mở lại để hai bình cùng đầy một lúc người ta phải tăng dung lượng vòi thứ hai thêm 25 litgìơ tính xem mỗi giờ vòi thứ nhất chảy được bao nhiêu lít nước
Lập hệ phương trình,một hình chữ nhật có đường chéo bằng 13 m chiều dài hơn chiều rộng 7 m tính diện tích hình chữ nhật đó
Lập hệ phương trình,một thửa ruộng hình chữ nhật có chu vi là 250 m tính diện tích của thửa ruộng biết rằng chiều dài giảm 3 lần và chiều rộng tăng 2 lần thì chu vi thửa ruộng không thay đổi
Lập hệ phương trình,một đa giác lồi có tất cả 35 đường chéo hỏi đa giác đó có bao nhiêu đỉnh
Lập hệ phương trình,một cái sân hình tam giác có diện tích 180 m² tính cạnh đáy của sân biết rằng nếu tăng cạnh đáy 4 m và giảm chiều cao tương ứng 1 m thì diện tích không đổi
Lập hệ phương trình,tìm hai số tự nhiên biết rằng tổng của chúng bằng 1006 và nếu lấy số lớn chia cho số nhỏ thì được thương là 2 và số dư là 124
Lập hệ phương trình,một ô tô đi từ a và dự định đến b lúc 12 giờ trưa nếu xe chạy với vận tốc 35 kmh thì sẽ đến b chậm 2 giờ so với dự định nếu xe chạy với vận tốc 50 kmh thì sẽ đến b sớm 1 giờ so với dự định tính độ dài quãng đường ab và thời điểm xuất phát của ô tô tại a
Lập hệ phương trình,cạnh huỳên của một tam giác vuông bằng 17 cm hai cạnh góc vuông có độ dài hơn kém nhau 7 cm tính diện tích của tam giác vuông đó
Lập hệ phương trình,quãng đường ab gồm một đoạn lên dốc và một đoạn xuống dốc một người đi xe đạp từ a đến b hết 16 phút và đi từ b về a hết 14 phút biết vận tốc lúc lên dốc là 10 kmh vận tốc lúc xuống dốc là 15 kmh vận tốc lên dốc xuống dốc lúc đi và về như nhau tính quãng đường ab
Lập hệ phương trình,một người dự định đi xe máy từ a đến b với vận tốc không đổi nhưng sau khi đi được 2 giờ thì xe bị hỏng nên phải dừng lại 20 phút để sửa chữa do đó để kịp đến b đúng thời gian dự định người đó phải tăng vận tốc thêm 8 kmh tính vận tốc ban đầu của xe máy biết rằng quãng đường ab dài 160 km
Lập hệ phương trình,hai người cùng xây một bức tường sau khi làm được 4 giờ người thứ nhất nghỉ người thứ hai tiếp tục xây thêm 8 giờ nữa thì hoàn thành bức tường hỏi nếu ngay từ đầu chỉ một người xây thì sau bao lâu bức tường được hoàn thành biết rằng người thứ nhất xây bức tường đó nhanh hơn người thứ hai 6 giờ
