label,problem
chuyển động thẳng đều, o lúc 7h hai ô tô chuyển động thẳng đều cùng chiều đi qua các thành phố A  B cách nhau 120 km chiều chuyển động của các xe là từ A đến B ô tô qua thành phố A có vận tốc 60 kmh ô tô qua thành phố B có vận tốc 30 kmh hai xe gặp nhau lúc a 8h20min  cách thành phố B 40 km b 1h20min  cách thành phố B 40 km c 4h  cách thành phố B 120 km d 11h  cách thành phố B 120 km
chuyển động thẳng đều, hai xe chạy ngược chiều đến gặp nhau cùng khởi hành lúc 8h từ hai địa điểm A  B cách nhau 120km các xe chuyển động thẳng đều tốc độ của xe đi từ A là 40kmh của xe đi từ B là 20kmh chọn trục tọa độ 0x hướng từ A sang B gốc O trùng A gốc thời gian lúc khởi hành thời điểm mà 2 xe gặp nhau là a t = 10h b t = 2h c t = 3h d t = 9h
chuyển động thẳng đều, lúc 7 giờ  người đang ở A chuyển động thẳng đều với vận tốc 10ms đuổi theo người ở B đang chuyển động thẳng đều với vận tốc 18kmh biết AB = 36km chọn trục tọa độ trùng với quỹ đạo chuyển động chiều dương là chiều chuyển động gốc tọa độ tại A gốc thời gian là lúc 7h thời điểm  vị trí người thứ nhất đuổi kịp người thứ hai là a lúc 2h cách A 72km b lúc 9h cách B 36km c lúc 9h cách A 72km d lúc 2h cách B 36km
chuyển động thẳng đều, lúc 7 giờ sáng tại A xe thứ nhất chuyển động thẳng đều với tốc độ 12 kmh để về B  giờ sau tại B xe thứ hai cũng chuyển động thẳng đều với tốc độ 48 kmh theo chiều ngược lại để về A cho đoạn thẳng AB = 72 km khoảng cách giữa hai xe lúc 10 giờ là a 12 km b 60 km c 36 km d 24 km
chuyển động thẳng đều, hai ô tô cùng chuyển động thẳng đều từ hai bến xe A  B cách nhau 20 km trên  đoạn đường thẳng nếu hai ô tô chạy ngược chiều thì chúng sẽ gặp nhau sau 15 phút nếu hai ô tô chạy cùng chiều thì chúng sẽ đuổi kịp nhau sau 1 giờ vận tốc của hai ô tô lần lượt là a v1 = 80 kmh v2 = 20 kmh b v1 = 60 kmh v2 = 40 kmh c v1 = 40 kmh v2 = 20 kmh d v1 = 50 kmh v2 = 30 kmh
chuyển động thẳng đều,  chiếc xe ôtô xuất phát từ A lúc 6h sáng chuyển động thẳng đều với tốc độ 48kmh tới B cách A 120km sau khi đến B xe đỗ lại 30 phút rồi chạy ngược về A cũng trên đoạn đường đó với tốc độ 60kmh xe tới A o lúc a 9h30 b 9h c 10h d 8h30
chuyển động thẳng đều, lúc 6 giờ sáng  người chuyển động thẳng đều từ A đến B với vận tốc 50 kmh lúc 7 giờ sáng  người khác chuyển động thẳng đều từ B đến A với vận tốc 40 kmh AB = 360 km khoảng cách giữa hai người lúc 10 giờ là a 60 km b 40 km c 100 km d 140 km
chuyển động thẳng đều, hai người đi xe đạp cùng xuất phát từ  điểm chuyển động thẳng đều  theo hai hướng khác nhau với tốc độ 6 kmh  8 kmh độ dài đoạn thẳng nối hai người sau 1 giờ là a 2 km b 7 km c 8 km d 10 km
chuyển động thẳng đều,  người chuyển động thẳng đều đi từ A đến B hết 4 giờ  từ B về A hết 3 giờ nếu vận tốc trung bình trong cả quá trình là 15 kmh độ dài quãng đường AB là a 63 km b 60 km c 50 km d 40 km
chuyển động thẳng đều, tại cùng  thời điểm  ô tô ở A chuyển động thẳng đều đến B với vận tốc 45 kmh đồng thời  ô tô khác từ B chuyển động thẳng đều đến A với vận tốc 35 kmh khoảng cách AB = 120 km sau khi gặp nhau hai xe tiếp tục chạy đến B  A thời điểm hai xe gặp nhau là a 1 giờ b 1 giờ 20 phút c 1 giờ 30 phút d 2 giờ
chuyển động thẳng đều, lúc 8h  ô tô chuyển động thẳng đều với tốc độ 60 kmh từ A đến B cách A 180 km sau đó ô tô tiếp tục đi đến C cách B 90 km trong 1 giờ 30 phút tốc độ trung bình của ô tô trên đoạn đường AC là a 50 kmh b 45 kmh c 54 kmh d 60 kmh
chuyển động thẳng đều,  xe ca chuyển động với vận tốc 5ms trong giây thứ nhất 10ms trong giây thứ hai  15ms trong giây thứ ba quãng đường vật đã đi được trong 3s là a 15m b 30m c 55m d 70m
chuyển động thẳng đều, xe ô tô xuất phát từ A lúc 8h chuyển động thẳng tới B lúc 9 giờ 30 phút biết khoảng cách từ A tới B bằng 90km tốc độ trung bình của xe là a 60kmh b 45kmh c 50km d 90kmh
chuyển động thẳng đều,  chiếc xe chuyển động với tốc độ 50kmh trong 6km đầu tiên  90kmh trong 6km tiếp theo tốc độ trung bình của xe trong quãng đường 12km này là a lớn hơn 70kmh b bằng 70kmh c nhỏ hơn 70kmh d bằng 38kmh
chuyển động thẳng đều,  chiếc ô tô đi 2 km trong 25 phút nếu nó đi  nửa quãng đường với tốc độ 40kmh thì phần còn lại của quãng đường nó đi với tốc độ a 48kmh b 50kmh c 56kmh d 60kmh
chuyển động thẳng đều,  tàu hỏa chuyển động với tốc độ 60kmh trong 1 giờ đầu  40kmh trong nửa giờ sau tốc độ trung bình của tàu trong cả quá trình là a 50kmh b 1603kmh c 48kmh d 70kmh
chuyển động thẳng đều,  chiếc xe chuyển động thẳng trong  nửa thời gian đầu xe chuyển động với tốc độ 65kmh trong nửa thời gian còn lại xe chuyển động với tốc độ 35kmh tốc độ trung bình của xe trong cả quá trình là a 455kmh b 50kmh c 40kmh d 555kmh
chuyển động thẳng đều,  vật bắt đầu chuyển động từ điểm O đến điểm A sau đó chuyển động về điểm B quãng đường  độ dời của vật tương ứng bằng a 2m 2m b 8m 2m c 2m 2m d 8m 8m
chuyển động thẳng đều, phương trình chuyển động của  chất điểm dọc theo Ox có dạng với t đo bằng giây nhận xét đúng là a chất điểm bắt đầu chuyển động từ điểm O với vận tốc 5ms b chất điểm bắt đầu chuyển động từ điểm O với vận tốc 20ms c chất điểm bắt đầu chuyển động từ  điểm cách O  khoảng 5m với vận tốc 20ms d chất điểm bắt đầu chuyển động từ  điểm cách O  khoảng 20m với vận tốc 5ms
chuyển động thẳng đều, phương trình chuyển động của  chất điểm dọc theo Ox có dạng với t đo bằng giờ độ dời của chất điểm từ 2h đến 4h là a 8km b 6km c 10km d 2km
chuyển động thẳng đều, lúc 6h  ô tô khởi hành từ O chuyển động thẳng đều với tốc độ 50kmh nếu chọn trục tọa độ trùng với đường thẳng chuyển động gốc tọa độ ở O chiều dương ngược chiều với chuyển động gốc thời gian là lúc 6h thì phương trình chuyển động của ô tô với thời gian t đo bằng giờ là a km b km c km d km
chuyển động thẳng đều,  chất điểm chuyển động thẳng đều với vận tốc lúc chất điểm có tọa độ phương trình chuyển động của chất điểm với thời gian đo bằng giây là a m b m c m d m
chuyển động thẳng đều, cùng  lúc tại hai điểm A  B cách nhau 30 km có hai ô tô xuất phát chạy cùng chiều nhau trên đường thẳng AB theo chiều từ A đến B vận tốc của ô tô chạy từ A là 75kmh  của ô tô chạy từ B là 60kmh hai ô tô gặp nhau tại địa điểm cách A a 102 km b 132 km c 150 km d 180 km
chuyển động thẳng đều, người đi xe đạp xuất phát tại A người đi bộ xuất phát tại B cùng thời điểm với người tại A vận tốc người đi tại A là 12kmh người đi tại B là 6kmh biết hai người đi trên con đường AB  theo hướng ngược chiều nhau  khoảng cách AB bằng 12km coi chuyển động của người đi xe  đi bộ là thẳng đều vị trí hai người gặp nhau cách B  khoảng a 2 km b 4 km c 6 km d 8 km
chuyển động thẳng đều, từ  địa điểm hai ô tô chuyển động trên  đường thẳng cùng chiều ô tô thứ nhất chạy với tốc độ 36 kmh ô tô thứ hai chạy với tốc độ 54 kmh  xuất phát sau ô tô thứ nhất 1 giờ hai ô tô gặp nhau sau khi đã đi quãng đường là a 54 km b 72 km c 108 km d 144 km
chuyển động thẳng đều, lúc 6 giờ  xe máy xuất phát tại A với vận tốc 40 kmh để đi đến B lúc 8 giờ  ô tô xuất phát tại B với vận tốc 80 kmh cùng chiều với chiều chuyển động của xe máy coi chuyển động của hai xe là thẳng đều  khoảng cách AB là 20 km trong quá trình chuyển động của hai xe khi ô tô đuổi kịp xe máy thì hai xe cách B  khoảng a 120 km b 140 km c 160 km d 180 km
chuyển động thẳng đều, đồ thị tọa độ thời gian nào dưới đây cho biết vận chuyển động thẳng đều a đồ thị 1 b đồ thị 2 c đồ thị 3 d đồ thị 4
chuyển động thẳng đều, đồ thị tọa độ thời gian của vật chuyển động thẳng như hình dưới vận tốc của vật là a 1ms b 1ms c 05ms d 2ms
chuyển động thẳng đều, đồ thị tọa độ thời gian của  vật như ở hình dưới tốc độ trung bình của vật từ đến s là a 5 ms b 6 ms c 10 ms d 25 ms
chuyển động thẳng đều, hình dưới là đồ thị tọa độ thời gian của 2 vật chuyển động thẳng cùng hướng tỉ lệ vận tốc a 31 b 13 c d
chuyển động thẳng đều, đồ thị tọa độ thời gian của  xe máy chuyển động thẳng như hình dưới đây nhận xét sai là a xe chuyển động theo chiều âm của trục tọa độ b tốc độ chuyển động của xe bằng 60kmh c sau 5 phút quãng đường xe đã đi được là 5 km d vật đổi chiều chuyển động tại thời điểm phút
chuyển động thẳng đều, đồ thị tọa đồ thời gian như hình dưới đây kết luận nào sau đây là đúng a vật chuyển động với vận tốc thay đổi b vật chuyển động với vận tốc không đổi c không mô tả  chuyển động trong thực tế d vật đang đứng yên
chuyển động thẳng đều, hai người đứng ở hai điểm A  B cách nhau 45 m khi người đứng ở A bắt đầu chạy với tốc độ 5ms theo hướng vuông góc với AB thì người đứng ở B cũng ngay lập tức xuất phát  chạy với tốc độ 75ms theo  đường thẳng để đuổi theo A sau khoảng thời gian t người xuất phát tại B gặp người xuất phát tại A giá trị của t gần bằng
chuyển động thẳng đều,  người đi xe máy từ địa điểm A đến địa điểm B cách nhau 48km nửa quãng đường đầu xe máy đi với v1 nửa quãng đường sau đi với v2 bằng  phần hai v1 xác định v1 v2 sao cho sau 15 phút xe máy tới địa điểm B a v1 8ms v2 4ms b v1 3ms v2 5ms c v1 3ms v2 2ms d v1 4ms v2 4ms
chuyển động thẳng đều,  ôtô chạy trên đoạn đường thẳng từ A đến B phải mất khoảng thời gian t trong nửa đầu của khoảng thời gian này ô tô có tốc độ là 60kmh trong nửa khoảng thời gian cuối ô tô có tốc độ là 40kmh tính tốc độ trung bình trên cả đoạn AB a vtb 20 kmh b vtb 30 kmh c vtb 40 kmh d vtb 50 kmh
chuyển động thẳng đều,  người đua xe đạp đi trên 13 quãng đường đầu với 25kmh tính vận tốc của người đó đi trên đoạn đường còn lại biết rằng vtb 20kmh a 11182 kmh b 5232 kmh c 2312 kmh d 4182 kmh
chuyển động thẳng đều,  người đi xe máy trên  đoạn đường thẳng AB trên  phần ba đoạn đường đầu đi với  phần ba đoạn đường tiếp theo với   phần ba đoạn đường cuối cùng đi với tính vtb trên cả đoạn AB a 3561 kmh b 3661kmh c 3461kmh d 31kmh
chuyển động thẳng đều,  người đi xe máy chuyển động theo 3 giai đoạn giai đoạn 1 chuyển động thẳng đều với trong 10km đầu tiên giai đoạn 2 chuyển động với v2 40kmh trong 30 phút giai đoạn 3 chuyển động trên 4km trong 10 phút tính vận tốc trung bình trên cả đoạn đường a 31kmh b 32kmh c 33kmh d 34kmh
chuyển động thẳng đều,  xe máy điện đi nửa đoạn đường đầu tiên với tốc độ trung bình  nửa đoạn đường sau với tốc độ trung bình tính tốc độ trung bình trên cả đoạn đường a 30kmh b 31kmh c 32kmh d 33kmh
chuyển động thẳng đều,  ôtô đi trên quãng đường AB với nếu tăng vận tốc thêm thì ôtô đến B sớm hơn dự định 30 phút tính quãng đường AB  thời gian dự định để đi quãng đường đó a 240km b 270km c 260km d 230km
chuyển động thẳng đều,  ôtô đi trên quãng đường AB với nếu giảm vận tốc đi 18kmh thì ôtô đến B trễ hơn dự định 45 phút tính quãng đường AB  thời gian dự tính để đi quãng đường đó a 160km b 161km c 162km d 163km
