label,problem
rơi tự do,thả hai hòn bi a  b rơi ở cùng  nơi o hai thời điểm khác nhau sau 2 s kể từ khi viên bi b rơi thì khoảng cách giữa hai viên bi là 60 m hỏi viên bi b được thả rơi sau viên bi a bao lâu
rơi tự do, hòn được thả rơi xuống  miệng hang sau 425 s kể từ lúc bắt đầu thả thì nghe tiếng hòn đá chạm o đáy hang tính chiều sâu của hang biết vận tốc truyền âm trong không khí là 320 ms  lấy g 10 ms2
rơi tự do,  vật rơi tự do không vận tốc đầu từ độ cao 45m xuống đất Lấy g = 10ms Tính thời gian rơi  tốc độ của vật khi vừa khi vừa chạm đất Tính thời gian vật rơi 10m đầu tiên  thời gian vật rơi 10m cuối cùng trước khi chạm đất
rơi tự do,  vật rơi tự do không vận tốc đầu từ độ cao 80m xuống đất Lấy g = 10ms2 Tính Thời gian từ lúc bắt đầu rơi đến khi vật chạm đất  tốc độ của vật khi chạm đất Quãng đường vật rơi được trong 2s đầu tiên  quãng đường vật rơi trong 2s cuối cùng trước khi chạm đất
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Tốc độ của vật khi chạm đất là 30ms Tính độ cao h thời gian từ lúc vật bắt đầu rơi đến khi vật chạm đất Tính quãng đường vật rơi trong hai giây đầu  trong giây thứ hai
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Thời gian vật rơi là 4 giây Tính độ cao h tốc độ của vật khi vật chạm đất Tính quãng đường vật rơi trong giây cuối cùng trước khi chạm đất
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Trong giây cuối cùng trước khi chạm đất vật rơi được quãng đường 45m Tính độ cao h thời gian rơi  tốc độ của vật khi chạm đất
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Trong giây cuối cùng trước khi chạm đất vật rơi được quãng đường 25m Tính độ cao h thời gian rơi  tốc độ của vật khi chạm đất
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Thời gian vật rơi 10 m cuối cùng trước khi chạm đất là 02s Tính độ cao h thời gian rơi  tốc độ của vật khi chạm đất
rơi tự do,  vật được thả rơi tự do không vận tốc đầu từ độ cao h so với mặt đất Cho g=10ms2 Thời gian vật rơi 20 m cuối cùng trước khi chạm đất là 05s Tính độ cao h thời gian rơi  tốc độ của vật khi chạm đất
rơi tự do, Hai vật A  B được thả rơi tự do tại cùng  vị trí có độ cao h so với mặt đất Vật B được thả rơi sau vật A  thời gian là 01s Hỏi sau bao lâu kể từ lúc thả vật A thì khoảng cách giữa chúng là 2m Lấy g=10ms2 xem như độ cao ban đầu đủ lớn
rơi tự do,  vật rơi tự do không vận tốc đầu tại nơi có g = 10ms2 Trong 2s cuối cùng trước khi chạm đất vật rơi được 60m Tính thời gian rơi độ cao ban đầu  tốc độ của vật khi chạm đất
rơi tự do,  vật rơi tự do không vận tốc đầu tại nơi có gia tốc trọng trường g Trong giây thứ 3 quãng đường rơi được là 245m  tốc độ của vật khi vừa chạm đất là 392ms Tính g  độ cao nơi thả vật
rơi tự do, hòn bi được ném thẳng đứng từ dưới lên cao với vận tốc đầu có độ lớn v0 hỏi khi chạm đất thì vận tốc của vật đó bằng bao nhiêu bỏ qua sức cản của không khí
rơi tự do,trái banh được ném thẳng đứng từ dưới lên đại lượng nào sau đây không thay đổi
rơi tự do, vật được thả rơi tự do từ độ cao 196m tính vận tốc của vật khi chạm đất lấy g 10 ms2
rơi tự do,trái banh được ném từ mặt đất thẳng đứng với vận tốc 20ms thời gian từ lúc ném banh đến lúc chạm đất là
rơi tự do, giọt nước rơi tự do từ độ cao 45m xuống sau bao lâu nó rơi tới mặt đất cho g 10ms2
rơi tự do,lời đúng thả  hòn đá từ độ cao h xuống mặt đất hòn đá rơi trong 05s nếu thả hòn đá từ độ cao H xuống đất mất 15s thì H bằng
rơi tự do,vật nặng rơi tự do từ độ cao 45m xuống đất lấy g 10ms2 vận tốc của vật khi chạm đất là
rơi tự do,vật rơi tự do từ độ cao h biết rằng trong giây cuối cùng vật rơi được 15m thời gian rơi của vật là
rơi tự do,lời đúng thả hai vật rơi tự do đồng thời từ hai độ cao h1 khác h2 biết rằng thời gian chạm đất của vật thứ nhất bằng 12 lần vật thứ hai
