rơi tự do,một vật được thả từ trên máy bay ở độ cao 80m cho rằng vật rơi tự do với g 10ms2 thời gian rơi là
rơi tự do,một vật rơi tự do không vận tốc đầu từ một điểm M vào lúc t 0 lấy g 98 ms2 phương trình của vật khi chọn gốc tọa độ ở O dưới M một đoạn 196m và chiều dương hướng xuống là
rơi tự do,để ước lượng độ sâu của một giếng cạn nước bạn nam dùng đồng hồ bấm giây ghé sát tai vào miệng giếng và thả một hòn đá rơi tự do từ miệng giếng sau 3 s thì nam nghe thấy tiếng hòn đá đập vào đáy giếng giả sử tốc độ truyền âm trong không khí là 330 ms lấy g 99 ms2 độ sâu của giếng gần nhất với giá trị
rơi tự do,thả rơi một hòn đá từ miệng một cái hang sâu xuống đáy sau 4s kể từ khi thả thì nghe tiếng hòn đá chạm đáy tìm chiều sâu của hang biết vận tốc của âm thanh trong không khí là 330ms lấy g 98ms2
rơi tự do,hai viên bi a và b được thả rơi tự do từ cùng một độ cao viên bi a rơi sau viên bi b một khoảng thời gian là 05 s khoảng cách giữa hai viên bi sau khi viên a rơi được 2 s là
rơi tự do,hai viên bi sắt được thả rơi cùng độ cao cách nhau một khoảng thời gian 05s lấy g 10ms2 khoảng cách giữa hai viên bi sau khi viên thứ nhất rơi được 15s là
rơi tự do,hai vật rơi tự do từ cùng một độ cao nơi có g10ms2 biết sau 2s kể từ lúc vật hai bắt đầu rơi khoảng cách giữa hai vật là 25m hỏi vật hai rơi sau vật một bao lâu
rơi tự do,hai vật được thả rơi tự do đồng thời từ hai độ cao khác nhau h1 và h2 khoảng thời gian rơi của vật thứ nhất lớn gấp đôi khoảng thời gian rơi của vật thứ hai bỏ qua lực cản của không khí tính tỉ số các độ cao là bao nhiêu
rơi tự do,vật rơi tự do không vận tốc đầu từ độ cao s1 xuống mặt đất trong thời gian t1 từ độ cao s2 xuống mặt đất trong thời gian t2 biết s2 9s1 tỉ số giữa các vận tốc của vật ngay trước lúc chạm đất v2 v1 là
rơi tự do,từ một đỉnh tháp người ta thả rơi tự do vật thứ nhất một giây sau ở tầng tháp thấp hơn 20 m người ta thả rơi tự do vật thứ hai lấy g 10ms2 sau bao lâu hai vật sẽ chạm nhau tính từ lúc vật thứ nhất được thả rơi
rơi tự do,hai hòn bi được thả rơi tự do cùng một lúc nhưng ở độ cao cách nhau 15m hai hòn bi chạm đất sớm muộn hơn nhau 055s lấy g10ms2 độ cao của 2 hòn bi lúc ban đầu bằng
rơi tự do,hai viên bi sắt được thả rơi từ cùng một độ cao cách nhau một khoảng thời gian 15s khoảng cách giữa 2 viên bi sau khi viên bi thứ nhất rơi được 35s là
rơi tự do,hai hòn đá a và b được thả rơi từ một độ cao a được thả rơi sau b một khoảng thời gian là 05s lấy g 98 ms2 khoảng cách giữa a và b sau khoảng thời gian 2s kể từ khi a bắt đầu rơi là
rơi tự do,thả rơi hai viên bi rơi từ cùng một độ cao bi b thả rơi sau bi a một thời gian là Δt khi bi a rơi được 4s thì nó thấp hơn bi b là 35m lấy g10ms2 tính Δt
rơi tự do,hai giọt nước rơi ra khỏi ống nhỏ giọt cách nhau 05s lấy g 10 ms2 khoảng cách giữa hai giọt nước sau khi giọt thứ 1
chuyển động thẳng đều, một ô tô chuyển động trên đoạn đường AB nửa quãng đường đầu ô tô đi với vận tốc 60 kmh nửa quãng đường còn lại ô tô đi với nửa thời gian đầu với vận tốc 40 kmh nửa thời gian sau đi với vận tốc 20 kmh xác định vận tốc trung bình cả cả quãng đường AB
chuyển động thẳng đều, một chất điểm chuyển động trên trục Ox có phương trình tọa độ thời gian là xác định tọa độ của vật tại thời điểm t 2s và quãng đường vật đi được trong 2s đó a 10m b 20m c 30m d 40m
chuyển động thẳng đều, trên đường thẳng AB cùng một lúc xe ô tô một khởi hành từ A đến B với v 72 kmh xe ô tô thứ 2 từ B đi về A với v 45kmh biết AB cách nhau 80km lập phương trình chuyển động của mỗi xe trên một cùng hệ quy chiếu a xB 70 40t b xB 80 45t c xB 40 40t d xB 30 40t
chuyển động thẳng đều, hãy thiết lập phương trình chuyển động của một ô tô chuyển động thẳng đều biết ô tô chuyển động theo chiều dương với vận tốc 10ms và ở thời điểm 3s thì vật có tọa độ 60m a 30 10t b 20 10t c 10 20t d 40 10t
chuyển động thẳng đều, cho một vật chuyển động thẳng đều trên một đoạn thẳng AB biết tại thì và tại thì hãy viết phương trình chuyển động của vật a x t b x 2t c x 3t d x 4t
chuyển động thẳng đều, một người đi xe đạp từ A đến B có chiều dài 24km nếu đi liên tục không nghỉ thì sau 3h người đó sẽ đến B nhưng khi đi được 30 phút người đó dừng lại 15 phút rồi mới đi tiếp hỏi ở quãng đường sau người đó phải đi với vận tốc bao nhiêu để kịp đến B
